"type","price","freshness","image","respID","qID","altID","obsID"
"Fuji",3,"Average","fuji.jpg",49,1,1,145
"Gala",1.5,"Poor","gala.jpg",49,1,2,145
"Gala",3.5,"Poor","gala.jpg",49,1,3,145
"Gala",2.5,"Excellent","gala.jpg",49,2,1,146
"Pink Lady",2.5,"Excellent","pinkLady.jpg",49,2,2,146
"Fuji",2.5,"Average","fuji.jpg",49,2,3,146
"Gala",3.5,"Average","gala.jpg",49,3,1,147
"Red Delicious",2,"Poor","redDelicious.jpg",49,3,2,147
"Pink Lady",3,"Excellent","pinkLady.jpg",49,3,3,147
"Gala",1.5,"Poor","gala.jpg",50,1,1,148
"Gala",4,"Excellent","gala.jpg",50,1,2,148
"Fuji",1.5,"Poor","fuji.jpg",50,1,3,148
"Fuji",1.5,"Excellent","fuji.jpg",50,2,1,149
"Pink Lady",4,"Poor","pinkLady.jpg",50,2,2,149
"Gala",2,"Excellent","gala.jpg",50,2,3,149
"Pink Lady",4,"Poor","pinkLady.jpg",50,3,1,150
"Gala",2,"Excellent","gala.jpg",50,3,2,150
"Gala",2.5,"Excellent","gala.jpg",50,3,3,150
"Honeycrisp",3.5,"Average","honeycrisp.jpg",51,1,1,151
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",51,1,2,151
"Red Delicious",1,"Average","redDelicious.jpg",51,1,3,151
"Red Delicious",2,"Excellent","redDelicious.jpg",51,2,1,152
"Honeycrisp",2.5,"Excellent","honeycrisp.jpg",51,2,2,152
"Gala",1.5,"Excellent","gala.jpg",51,2,3,152
"Honeycrisp",3.5,"Average","honeycrisp.jpg",51,3,1,153
"Gala",1.5,"Poor","gala.jpg",51,3,2,153
"Pink Lady",1,"Excellent","pinkLady.jpg",51,3,3,153
"Red Delicious",3.5,"Poor","redDelicious.jpg",52,1,1,154
"Red Delicious",1,"Excellent","redDelicious.jpg",52,1,2,154
"Fuji",2,"Excellent","fuji.jpg",52,1,3,154
"Pink Lady",2,"Poor","pinkLady.jpg",52,2,1,155
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",52,2,2,155
"Gala",2.5,"Excellent","gala.jpg",52,2,3,155
"Fuji",3.5,"Excellent","fuji.jpg",52,3,1,156
"Honeycrisp",1,"Poor","honeycrisp.jpg",52,3,2,156
"Red Delicious",2,"Poor","redDelicious.jpg",52,3,3,156
"Gala",2,"Average","gala.jpg",53,1,1,157
"Red Delicious",3.5,"Poor","redDelicious.jpg",53,1,2,157
"Pink Lady",3,"Average","pinkLady.jpg",53,1,3,157
"Gala",2.5,"Poor","gala.jpg",53,2,1,158
"Fuji",1.5,"Average","fuji.jpg",53,2,2,158
"Gala",2.5,"Poor","gala.jpg",53,2,3,158
"Gala",4,"Average","gala.jpg",53,3,1,159
"Red Delicious",1,"Average","redDelicious.jpg",53,3,2,159
"Fuji",1.5,"Poor","fuji.jpg",53,3,3,159
"Fuji",4,"Excellent","fuji.jpg",54,1,1,160
"Red Delicious",2.5,"Poor","redDelicious.jpg",54,1,2,160
"Fuji",1,"Excellent","fuji.jpg",54,1,3,160
"Red Delicious",4,"Poor","redDelicious.jpg",54,2,1,161
"Red Delicious",4,"Excellent","redDelicious.jpg",54,2,2,161
"Fuji",2,"Poor","fuji.jpg",54,2,3,161
"Pink Lady",1.5,"Average","pinkLady.jpg",54,3,1,162
"Fuji",4,"Average","fuji.jpg",54,3,2,162
"Fuji",1,"Poor","fuji.jpg",54,3,3,162
"Honeycrisp",4,"Poor","honeycrisp.jpg",55,1,1,163
"Fuji",1.5,"Excellent","fuji.jpg",55,1,2,163
"Pink Lady",4,"Average","pinkLady.jpg",55,1,3,163
"Pink Lady",3,"Average","pinkLady.jpg",55,2,1,164
"Pink Lady",1.5,"Poor","pinkLady.jpg",55,2,2,164
"Honeycrisp",2.5,"Average","honeycrisp.jpg",55,2,3,164
"Pink Lady",3.5,"Excellent","pinkLady.jpg",55,3,1,165
"Fuji",4,"Average","fuji.jpg",55,3,2,165
"Red Delicious",1.5,"Average","redDelicious.jpg",55,3,3,165
"Gala",1,"Average","gala.jpg",56,1,1,166
"Red Delicious",1,"Excellent","redDelicious.jpg",56,1,2,166
"Fuji",1,"Excellent","fuji.jpg",56,1,3,166
"Gala",3.5,"Excellent","gala.jpg",56,2,1,167
"Gala",2,"Average","gala.jpg",56,2,2,167
"Red Delicious",1,"Average","redDelicious.jpg",56,2,3,167
"Honeycrisp",4,"Excellent","honeycrisp.jpg",56,3,1,168
"Fuji",1,"Poor","fuji.jpg",56,3,2,168
"Pink Lady",1.5,"Excellent","pinkLady.jpg",56,3,3,168
"Honeycrisp",4,"Poor","honeycrisp.jpg",57,1,1,169
"Fuji",4,"Average","fuji.jpg",57,1,2,169
"Gala",1,"Excellent","gala.jpg",57,1,3,169
"Honeycrisp",1,"Excellent","honeycrisp.jpg",57,2,1,170
"Fuji",4,"Excellent","fuji.jpg",57,2,2,170
"Pink Lady",1.5,"Average","pinkLady.jpg",57,2,3,170
"Red Delicious",1,"Poor","redDelicious.jpg",57,3,1,171
"Fuji",3.5,"Poor","fuji.jpg",57,3,2,171
"Fuji",4,"Poor","fuji.jpg",57,3,3,171
"Red Delicious",1,"Average","redDelicious.jpg",58,1,1,172
"Pink Lady",3,"Average","pinkLady.jpg",58,1,2,172
"Gala",4,"Excellent","gala.jpg",58,1,3,172
"Pink Lady",3.5,"Excellent","pinkLady.jpg",58,2,1,173
"Red Delicious",3,"Poor","redDelicious.jpg",58,2,2,173
"Gala",4,"Average","gala.jpg",58,2,3,173
"Pink Lady",1.5,"Poor","pinkLady.jpg",58,3,1,174
"Honeycrisp",3,"Poor","honeycrisp.jpg",58,3,2,174
"Gala",4,"Excellent","gala.jpg",58,3,3,174
"Honeycrisp",4,"Excellent","honeycrisp.jpg",59,1,1,175
"Pink Lady",2.5,"Excellent","pinkLady.jpg",59,1,2,175
"Fuji",3,"Average","fuji.jpg",59,1,3,175
"Red Delicious",1,"Poor","redDelicious.jpg",59,2,1,176
"Red Delicious",1.5,"Poor","redDelicious.jpg",59,2,2,176
"Red Delicious",1.5,"Poor","redDelicious.jpg",59,2,3,176
"Pink Lady",4,"Average","pinkLady.jpg",59,3,1,177
"Pink Lady",3.5,"Poor","pinkLady.jpg",59,3,2,177
"Honeycrisp",2,"Average","honeycrisp.jpg",59,3,3,177
"Honeycrisp",2.5,"Excellent","honeycrisp.jpg",60,1,1,178
"Pink Lady",1.5,"Average","pinkLady.jpg",60,1,2,178
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",60,1,3,178
"Fuji",4,"Average","fuji.jpg",60,2,1,179
"Red Delicious",1,"Poor","redDelicious.jpg",60,2,2,179
"Red Delicious",2,"Average","redDelicious.jpg",60,2,3,179
"Pink Lady",2,"Excellent","pinkLady.jpg",60,3,1,180
"Red Delicious",4,"Excellent","redDelicious.jpg",60,3,2,180
"Pink Lady",3.5,"Poor","pinkLady.jpg",60,3,3,180
"Honeycrisp",2,"Average","honeycrisp.jpg",61,1,1,181
"Gala",2.5,"Excellent","gala.jpg",61,1,2,181
"Red Delicious",4,"Poor","redDelicious.jpg",61,1,3,181
"Pink Lady",1.5,"Excellent","pinkLady.jpg",61,2,1,182
"Fuji",2.5,"Average","fuji.jpg",61,2,2,182
"Gala",3.5,"Excellent","gala.jpg",61,2,3,182
"Pink Lady",2,"Poor","pinkLady.jpg",61,3,1,183
"Red Delicious",3,"Excellent","redDelicious.jpg",61,3,2,183
"Pink Lady",3,"Excellent","pinkLady.jpg",61,3,3,183
"Pink Lady",4,"Poor","pinkLady.jpg",62,1,1,184
"Red Delicious",3,"Average","redDelicious.jpg",62,1,2,184
"Fuji",1.5,"Average","fuji.jpg",62,1,3,184
"Pink Lady",3,"Excellent","pinkLady.jpg",62,2,1,185
"Honeycrisp",3,"Poor","honeycrisp.jpg",62,2,2,185
"Gala",2.5,"Excellent","gala.jpg",62,2,3,185
"Fuji",1,"Poor","fuji.jpg",62,3,1,186
"Fuji",3.5,"Poor","fuji.jpg",62,3,2,186
"Fuji",1,"Average","fuji.jpg",62,3,3,186
"Red Delicious",1.5,"Excellent","redDelicious.jpg",63,1,1,187
"Red Delicious",4,"Average","redDelicious.jpg",63,1,2,187
"Red Delicious",4,"Poor","redDelicious.jpg",63,1,3,187
"Pink Lady",3.5,"Excellent","pinkLady.jpg",63,2,1,188
"Honeycrisp",1,"Average","honeycrisp.jpg",63,2,2,188
"Fuji",4,"Average","fuji.jpg",63,2,3,188
"Fuji",1.5,"Excellent","fuji.jpg",63,3,1,189
"Fuji",4,"Poor","fuji.jpg",63,3,2,189
"Fuji",3,"Excellent","fuji.jpg",63,3,3,189
"Gala",2,"Average","gala.jpg",64,1,1,190
"Gala",2,"Excellent","gala.jpg",64,1,2,190
"Gala",1,"Poor","gala.jpg",64,1,3,190
"Gala",1.5,"Poor","gala.jpg",64,2,1,191
"Pink Lady",1.5,"Excellent","pinkLady.jpg",64,2,2,191
"Red Delicious",1,"Poor","redDelicious.jpg",64,2,3,191
"Pink Lady",1.5,"Excellent","pinkLady.jpg",64,3,1,192
"Gala",4,"Excellent","gala.jpg",64,3,2,192
"Gala",4,"Excellent","gala.jpg",64,3,3,192
"Gala",4,"Excellent","gala.jpg",65,1,1,193
"Gala",2,"Poor","gala.jpg",65,1,2,193
"Red Delicious",3.5,"Poor","redDelicious.jpg",65,1,3,193
"Honeycrisp",1.5,"Poor","honeycrisp.jpg",65,2,1,194
"Red Delicious",4,"Poor","redDelicious.jpg",65,2,2,194
"Fuji",3,"Poor","fuji.jpg",65,2,3,194
"Gala",2,"Poor","gala.jpg",65,3,1,195
"Red Delicious",1.5,"Poor","redDelicious.jpg",65,3,2,195
"Gala",1.5,"Average","gala.jpg",65,3,3,195
"Pink Lady",2.5,"Poor","pinkLady.jpg",66,1,1,196
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",66,1,2,196
"Red Delicious",2,"Average","redDelicious.jpg",66,1,3,196
"Red Delicious",2,"Average","redDelicious.jpg",66,2,1,197
"Fuji",2,"Excellent","fuji.jpg",66,2,2,197
"Honeycrisp",2,"Average","honeycrisp.jpg",66,2,3,197
"Gala",1,"Average","gala.jpg",66,3,1,198
"Gala",1,"Poor","gala.jpg",66,3,2,198
"Gala",2,"Excellent","gala.jpg",66,3,3,198
"Red Delicious",1.5,"Excellent","redDelicious.jpg",67,1,1,199
"Honeycrisp",4,"Poor","honeycrisp.jpg",67,1,2,199
"Gala",3.5,"Poor","gala.jpg",67,1,3,199
"Red Delicious",2,"Poor","redDelicious.jpg",67,2,1,200
"Fuji",1.5,"Poor","fuji.jpg",67,2,2,200
"Fuji",4,"Average","fuji.jpg",67,2,3,200
"Red Delicious",4,"Average","redDelicious.jpg",67,3,1,201
"Red Delicious",3.5,"Poor","redDelicious.jpg",67,3,2,201
"Gala",3.5,"Poor","gala.jpg",67,3,3,201
"Red Delicious",1,"Average","redDelicious.jpg",68,1,1,202
"Honeycrisp",3,"Poor","honeycrisp.jpg",68,1,2,202
"Red Delicious",4,"Excellent","redDelicious.jpg",68,1,3,202
"Red Delicious",1.5,"Poor","redDelicious.jpg",68,2,1,203
"Pink Lady",2,"Average","pinkLady.jpg",68,2,2,203
"Fuji",1.5,"Excellent","fuji.jpg",68,2,3,203
"Red Delicious",3,"Poor","redDelicious.jpg",68,3,1,204
"Pink Lady",3,"Poor","pinkLady.jpg",68,3,2,204
"Fuji",1,"Excellent","fuji.jpg",68,3,3,204
"Honeycrisp",2,"Excellent","honeycrisp.jpg",69,1,1,205
"Pink Lady",3.5,"Excellent","pinkLady.jpg",69,1,2,205
"Pink Lady",1.5,"Excellent","pinkLady.jpg",69,1,3,205
"Red Delicious",3.5,"Poor","redDelicious.jpg",69,2,1,206
"Honeycrisp",1,"Excellent","honeycrisp.jpg",69,2,2,206
"Fuji",2.5,"Excellent","fuji.jpg",69,2,3,206
"Gala",3,"Excellent","gala.jpg",69,3,1,207
"Gala",2,"Poor","gala.jpg",69,3,2,207
"Gala",1,"Excellent","gala.jpg",69,3,3,207
"Fuji",1,"Poor","fuji.jpg",70,1,1,208
"Red Delicious",4,"Poor","redDelicious.jpg",70,1,2,208
"Honeycrisp",1.5,"Poor","honeycrisp.jpg",70,1,3,208
"Honeycrisp",4,"Average","honeycrisp.jpg",70,2,1,209
"Pink Lady",1,"Average","pinkLady.jpg",70,2,2,209
"Pink Lady",1,"Excellent","pinkLady.jpg",70,2,3,209
"Gala",2,"Poor","gala.jpg",70,3,1,210
"Fuji",1.5,"Excellent","fuji.jpg",70,3,2,210
"Pink Lady",2.5,"Excellent","pinkLady.jpg",70,3,3,210
"Red Delicious",3.5,"Poor","redDelicious.jpg",71,1,1,211
"Fuji",3,"Poor","fuji.jpg",71,1,2,211
"Gala",2.5,"Poor","gala.jpg",71,1,3,211
"Red Delicious",3.5,"Excellent","redDelicious.jpg",71,2,1,212
"Fuji",1.5,"Poor","fuji.jpg",71,2,2,212
"Pink Lady",1.5,"Excellent","pinkLady.jpg",71,2,3,212
"Red Delicious",2,"Poor","redDelicious.jpg",71,3,1,213
"Red Delicious",2.5,"Excellent","redDelicious.jpg",71,3,2,213
"Gala",2,"Average","gala.jpg",71,3,3,213
"Pink Lady",2,"Average","pinkLady.jpg",72,1,1,214
"Gala",1.5,"Poor","gala.jpg",72,1,2,214
"Pink Lady",1.5,"Excellent","pinkLady.jpg",72,1,3,214
"Fuji",3.5,"Poor","fuji.jpg",72,2,1,215
"Pink Lady",1.5,"Excellent","pinkLady.jpg",72,2,2,215
"Fuji",1,"Poor","fuji.jpg",72,2,3,215
"Honeycrisp",2.5,"Average","honeycrisp.jpg",72,3,1,216
"Red Delicious",1,"Poor","redDelicious.jpg",72,3,2,216
"Fuji",2.5,"Average","fuji.jpg",72,3,3,216
"Red Delicious",3.5,"Poor","redDelicious.jpg",73,1,1,217
"Pink Lady",2,"Average","pinkLady.jpg",73,1,2,217
"Gala",3.5,"Poor","gala.jpg",73,1,3,217
"Fuji",4,"Excellent","fuji.jpg",73,2,1,218
"Pink Lady",2.5,"Average","pinkLady.jpg",73,2,2,218
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",73,2,3,218
"Honeycrisp",1,"Average","honeycrisp.jpg",73,3,1,219
"Gala",4,"Poor","gala.jpg",73,3,2,219
"Honeycrisp",4,"Poor","honeycrisp.jpg",73,3,3,219
"Honeycrisp",2,"Average","honeycrisp.jpg",74,1,1,220
"Red Delicious",1,"Excellent","redDelicious.jpg",74,1,2,220
"Red Delicious",1.5,"Average","redDelicious.jpg",74,1,3,220
"Gala",1.5,"Poor","gala.jpg",74,2,1,221
"Honeycrisp",4,"Average","honeycrisp.jpg",74,2,2,221
"Red Delicious",1,"Excellent","redDelicious.jpg",74,2,3,221
"Honeycrisp",4,"Poor","honeycrisp.jpg",74,3,1,222
"Honeycrisp",1.5,"Poor","honeycrisp.jpg",74,3,2,222
"Honeycrisp",4,"Average","honeycrisp.jpg",74,3,3,222
"Pink Lady",2.5,"Excellent","pinkLady.jpg",75,1,1,223
"Fuji",3,"Excellent","fuji.jpg",75,1,2,223
"Gala",3,"Poor","gala.jpg",75,1,3,223
"Fuji",2,"Excellent","fuji.jpg",75,2,1,224
"Gala",4,"Excellent","gala.jpg",75,2,2,224
"Pink Lady",2.5,"Average","pinkLady.jpg",75,2,3,224
"Pink Lady",1.5,"Poor","pinkLady.jpg",75,3,1,225
"Fuji",1,"Average","fuji.jpg",75,3,2,225
"Pink Lady",2.5,"Excellent","pinkLady.jpg",75,3,3,225
"Red Delicious",1,"Excellent","redDelicious.jpg",76,1,1,226
"Honeycrisp",3.5,"Average","honeycrisp.jpg",76,1,2,226
"Honeycrisp",3.5,"Average","honeycrisp.jpg",76,1,3,226
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",76,2,1,227
"Red Delicious",1.5,"Average","redDelicious.jpg",76,2,2,227
"Fuji",1.5,"Poor","fuji.jpg",76,2,3,227
"Fuji",1,"Poor","fuji.jpg",76,3,1,228
"Red Delicious",1,"Average","redDelicious.jpg",76,3,2,228
"Pink Lady",3,"Excellent","pinkLady.jpg",76,3,3,228
"Pink Lady",1.5,"Excellent","pinkLady.jpg",77,1,1,229
"Gala",3,"Excellent","gala.jpg",77,1,2,229
"Honeycrisp",3,"Excellent","honeycrisp.jpg",77,1,3,229
"Gala",2.5,"Average","gala.jpg",77,2,1,230
"Pink Lady",1.5,"Average","pinkLady.jpg",77,2,2,230
"Gala",1.5,"Poor","gala.jpg",77,2,3,230
"Fuji",2.5,"Poor","fuji.jpg",77,3,1,231
"Gala",2.5,"Average","gala.jpg",77,3,2,231
"Gala",1.5,"Excellent","gala.jpg",77,3,3,231
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",78,1,1,232
"Fuji",2,"Poor","fuji.jpg",78,1,2,232
"Gala",3,"Excellent","gala.jpg",78,1,3,232
"Gala",2,"Excellent","gala.jpg",78,2,1,233
"Gala",2,"Average","gala.jpg",78,2,2,233
"Gala",4,"Excellent","gala.jpg",78,2,3,233
"Fuji",1.5,"Poor","fuji.jpg",78,3,1,234
"Fuji",2.5,"Poor","fuji.jpg",78,3,2,234
"Gala",2,"Excellent","gala.jpg",78,3,3,234
"Fuji",1,"Average","fuji.jpg",79,1,1,235
"Gala",4,"Poor","gala.jpg",79,1,2,235
"Honeycrisp",2,"Excellent","honeycrisp.jpg",79,1,3,235
"Red Delicious",4,"Average","redDelicious.jpg",79,2,1,236
"Pink Lady",2,"Poor","pinkLady.jpg",79,2,2,236
"Red Delicious",4,"Excellent","redDelicious.jpg",79,2,3,236
"Honeycrisp",2.5,"Excellent","honeycrisp.jpg",79,3,1,237
"Gala",3.5,"Average","gala.jpg",79,3,2,237
"Red Delicious",3.5,"Excellent","redDelicious.jpg",79,3,3,237
"Fuji",1.5,"Poor","fuji.jpg",80,1,1,238
"Red Delicious",2.5,"Average","redDelicious.jpg",80,1,2,238
"Honeycrisp",2,"Excellent","honeycrisp.jpg",80,1,3,238
"Honeycrisp",3,"Excellent","honeycrisp.jpg",80,2,1,239
"Fuji",4,"Average","fuji.jpg",80,2,2,239
"Fuji",1,"Excellent","fuji.jpg",80,2,3,239
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",80,3,1,240
"Red Delicious",2,"Average","redDelicious.jpg",80,3,2,240
"Fuji",2.5,"Poor","fuji.jpg",80,3,3,240
"Red Delicious",3.5,"Poor","redDelicious.jpg",81,1,1,241
"Honeycrisp",2,"Average","honeycrisp.jpg",81,1,2,241
"Pink Lady",4,"Poor","pinkLady.jpg",81,1,3,241
"Fuji",1,"Excellent","fuji.jpg",81,2,1,242
"Red Delicious",3,"Average","redDelicious.jpg",81,2,2,242
"Fuji",1,"Excellent","fuji.jpg",81,2,3,242
"Red Delicious",3.5,"Excellent","redDelicious.jpg",81,3,1,243
"Honeycrisp",2,"Average","honeycrisp.jpg",81,3,2,243
"Pink Lady",1.5,"Average","pinkLady.jpg",81,3,3,243
"Fuji",1.5,"Average","fuji.jpg",82,1,1,244
"Pink Lady",4,"Excellent","pinkLady.jpg",82,1,2,244
"Honeycrisp",1,"Average","honeycrisp.jpg",82,1,3,244
"Fuji",2,"Average","fuji.jpg",82,2,1,245
"Fuji",3.5,"Poor","fuji.jpg",82,2,2,245
"Honeycrisp",3,"Excellent","honeycrisp.jpg",82,2,3,245
"Red Delicious",2,"Poor","redDelicious.jpg",82,3,1,246
"Fuji",2,"Excellent","fuji.jpg",82,3,2,246
"Gala",3.5,"Excellent","gala.jpg",82,3,3,246
"Honeycrisp",2.5,"Excellent","honeycrisp.jpg",83,1,1,247
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",83,1,2,247
"Gala",1,"Poor","gala.jpg",83,1,3,247
"Fuji",4,"Average","fuji.jpg",83,2,1,248
"Fuji",1,"Average","fuji.jpg",83,2,2,248
"Honeycrisp",4,"Excellent","honeycrisp.jpg",83,2,3,248
"Red Delicious",3,"Average","redDelicious.jpg",83,3,1,249
"Red Delicious",2,"Poor","redDelicious.jpg",83,3,2,249
"Honeycrisp",4,"Poor","honeycrisp.jpg",83,3,3,249
"Fuji",4,"Excellent","fuji.jpg",84,1,1,250
"Red Delicious",2.5,"Poor","redDelicious.jpg",84,1,2,250
"Red Delicious",3.5,"Poor","redDelicious.jpg",84,1,3,250
"Fuji",1,"Average","fuji.jpg",84,2,1,251
"Fuji",3.5,"Excellent","fuji.jpg",84,2,2,251
"Gala",1.5,"Poor","gala.jpg",84,2,3,251
"Gala",2,"Average","gala.jpg",84,3,1,252
"Red Delicious",3,"Average","redDelicious.jpg",84,3,2,252
"Gala",3,"Average","gala.jpg",84,3,3,252
"Fuji",4,"Average","fuji.jpg",85,1,1,253
"Red Delicious",3,"Poor","redDelicious.jpg",85,1,2,253
"Fuji",1.5,"Excellent","fuji.jpg",85,1,3,253
"Pink Lady",3.5,"Average","pinkLady.jpg",85,2,1,254
"Gala",2.5,"Excellent","gala.jpg",85,2,2,254
"Honeycrisp",4,"Excellent","honeycrisp.jpg",85,2,3,254
"Gala",2,"Excellent","gala.jpg",85,3,1,255
"Honeycrisp",2.5,"Poor","honeycrisp.jpg",85,3,2,255
"Gala",3,"Average","gala.jpg",85,3,3,255
"Gala",3,"Excellent","gala.jpg",86,1,1,256
"Fuji",1.5,"Excellent","fuji.jpg",86,1,2,256
"Honeycrisp",4,"Poor","honeycrisp.jpg",86,1,3,256
"Pink Lady",2.5,"Poor","pinkLady.jpg",86,2,1,257
"Red Delicious",3.5,"Poor","redDelicious.jpg",86,2,2,257
"Fuji",2.5,"Excellent","fuji.jpg",86,2,3,257
"Red Delicious",4,"Average","redDelicious.jpg",86,3,1,258
"Red Delicious",1.5,"Excellent","redDelicious.jpg",86,3,2,258
"Red Delicious",3.5,"Poor","redDelicious.jpg",86,3,3,258
"Pink Lady",2,"Poor","pinkLady.jpg",87,1,1,259
"Fuji",3,"Average","fuji.jpg",87,1,2,259
"Fuji",2,"Average","fuji.jpg",87,1,3,259
"Gala",3.5,"Excellent","gala.jpg",87,2,1,260
"Red Delicious",2.5,"Poor","redDelicious.jpg",87,2,2,260
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",87,2,3,260
"Red Delicious",1.5,"Excellent","redDelicious.jpg",87,3,1,261
"Pink Lady",2,"Excellent","pinkLady.jpg",87,3,2,261
"Pink Lady",1.5,"Average","pinkLady.jpg",87,3,3,261
"Fuji",2,"Excellent","fuji.jpg",88,1,1,262
"Fuji",1,"Excellent","fuji.jpg",88,1,2,262
"Honeycrisp",2,"Poor","honeycrisp.jpg",88,1,3,262
"Pink Lady",4,"Average","pinkLady.jpg",88,2,1,263
"Red Delicious",1,"Excellent","redDelicious.jpg",88,2,2,263
"Pink Lady",4,"Excellent","pinkLady.jpg",88,2,3,263
"Honeycrisp",1.5,"Poor","honeycrisp.jpg",88,3,1,264
"Honeycrisp",4,"Poor","honeycrisp.jpg",88,3,2,264
"Pink Lady",1,"Average","pinkLady.jpg",88,3,3,264
"Fuji",1.5,"Average","fuji.jpg",89,1,1,265
"Fuji",4,"Excellent","fuji.jpg",89,1,2,265
"Red Delicious",2,"Average","redDelicious.jpg",89,1,3,265
"Honeycrisp",4,"Excellent","honeycrisp.jpg",89,2,1,266
"Red Delicious",1.5,"Average","redDelicious.jpg",89,2,2,266
"Honeycrisp",4,"Average","honeycrisp.jpg",89,2,3,266
"Pink Lady",3,"Poor","pinkLady.jpg",89,3,1,267
"Red Delicious",3.5,"Average","redDelicious.jpg",89,3,2,267
"Red Delicious",2.5,"Poor","redDelicious.jpg",89,3,3,267
"Honeycrisp",4,"Poor","honeycrisp.jpg",90,1,1,268
"Pink Lady",2.5,"Excellent","pinkLady.jpg",90,1,2,268
"Fuji",3.5,"Excellent","fuji.jpg",90,1,3,268
"Fuji",4,"Poor","fuji.jpg",90,2,1,269
"Gala",3.5,"Poor","gala.jpg",90,2,2,269
"Gala",1.5,"Poor","gala.jpg",90,2,3,269
"Red Delicious",4,"Poor","redDelicious.jpg",90,3,1,270
"Honeycrisp",3,"Average","honeycrisp.jpg",90,3,2,270
"Honeycrisp",3,"Poor","honeycrisp.jpg",90,3,3,270
"Red Delicious",3,"Poor","redDelicious.jpg",91,1,1,271
"Red Delicious",3,"Poor","redDelicious.jpg",91,1,2,271
"Red Delicious",2,"Excellent","redDelicious.jpg",91,1,3,271
"Pink Lady",1,"Poor","pinkLady.jpg",91,2,1,272
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",91,2,2,272
"Pink Lady",1.5,"Excellent","pinkLady.jpg",91,2,3,272
"Pink Lady",1.5,"Excellent","pinkLady.jpg",91,3,1,273
"Gala",1,"Average","gala.jpg",91,3,2,273
"Gala",3.5,"Excellent","gala.jpg",91,3,3,273
"Honeycrisp",2,"Excellent","honeycrisp.jpg",92,1,1,274
"Red Delicious",3.5,"Excellent","redDelicious.jpg",92,1,2,274
"Gala",2.5,"Poor","gala.jpg",92,1,3,274
"Gala",2.5,"Excellent","gala.jpg",92,2,1,275
"Honeycrisp",3,"Excellent","honeycrisp.jpg",92,2,2,275
"Red Delicious",3.5,"Average","redDelicious.jpg",92,2,3,275
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",92,3,1,276
"Fuji",4,"Excellent","fuji.jpg",92,3,2,276
"Red Delicious",1.5,"Poor","redDelicious.jpg",92,3,3,276
"Honeycrisp",1,"Poor","honeycrisp.jpg",93,1,1,277
"Fuji",1,"Average","fuji.jpg",93,1,2,277
"Gala",2,"Poor","gala.jpg",93,1,3,277
"Pink Lady",3.5,"Average","pinkLady.jpg",93,2,1,278
"Honeycrisp",1,"Excellent","honeycrisp.jpg",93,2,2,278
"Fuji",3.5,"Excellent","fuji.jpg",93,2,3,278
"Fuji",3,"Poor","fuji.jpg",93,3,1,279
"Fuji",3,"Average","fuji.jpg",93,3,2,279
"Fuji",3.5,"Average","fuji.jpg",93,3,3,279
"Gala",3.5,"Poor","gala.jpg",94,1,1,280
"Honeycrisp",3,"Excellent","honeycrisp.jpg",94,1,2,280
"Pink Lady",1.5,"Excellent","pinkLady.jpg",94,1,3,280
"Red Delicious",1.5,"Poor","redDelicious.jpg",94,2,1,281
"Fuji",1.5,"Average","fuji.jpg",94,2,2,281
"Pink Lady",2,"Poor","pinkLady.jpg",94,2,3,281
"Gala",2.5,"Poor","gala.jpg",94,3,1,282
"Red Delicious",2.5,"Excellent","redDelicious.jpg",94,3,2,282
"Gala",2,"Excellent","gala.jpg",94,3,3,282
"Fuji",2,"Average","fuji.jpg",95,1,1,283
"Fuji",2.5,"Excellent","fuji.jpg",95,1,2,283
"Honeycrisp",4,"Poor","honeycrisp.jpg",95,1,3,283
"Honeycrisp",3,"Excellent","honeycrisp.jpg",95,2,1,284
"Honeycrisp",4,"Excellent","honeycrisp.jpg",95,2,2,284
"Fuji",3.5,"Poor","fuji.jpg",95,2,3,284
"Pink Lady",4,"Poor","pinkLady.jpg",95,3,1,285
"Gala",2.5,"Average","gala.jpg",95,3,2,285
"Pink Lady",2.5,"Poor","pinkLady.jpg",95,3,3,285
"Red Delicious",2,"Excellent","redDelicious.jpg",96,1,1,286
"Pink Lady",3,"Average","pinkLady.jpg",96,1,2,286
"Gala",3.5,"Average","gala.jpg",96,1,3,286
"Gala",1,"Excellent","gala.jpg",96,2,1,287
"Fuji",4,"Average","fuji.jpg",96,2,2,287
"Red Delicious",1,"Excellent","redDelicious.jpg",96,2,3,287
"Gala",1.5,"Average","gala.jpg",96,3,1,288
"Honeycrisp",3,"Excellent","honeycrisp.jpg",96,3,2,288
"Pink Lady",3.5,"Average","pinkLady.jpg",96,3,3,288
"Pink Lady",2.5,"Excellent","pinkLady.jpg",97,1,1,289
"Gala",1,"Poor","gala.jpg",97,1,2,289
